id,title,synopsis,genres,release_date,episodes,members,popularity,ranked,score,img_url,link
24833,Ansatsu Kyoushitsu,When a mysterious creature chops the moon down to a permanent crescent the students of class 3-E of Kunugigaoka Middle School find themselves confronted with an enormous task: assassinate the creature responsible for the disaster before Earth suffers a similar fate. However the monster dubbed Koro-sensei (the indestructible teacher) is able to fly at speeds of up to Mach 20 which he demonstrates freely leaving any attempt to subdue him in his extraterrestrial dust. Furthermore the misfits of 3-E soon find that the strange tentacled beast is more than just indomitable—he is the best teacher they have ever had! Adapted from the humorous hit manga by Yuusei Matsui Ansatsu Kyoushitsu tells the story of these junior high pupils as they polish their assassination skills and grow in order to stand strong against the oppressive school system their own life problems and one day Koro-sensei.,Action;Comedy;School;Shounen,2015-01-10,22,827723,54,324,8.19,https://cdn.myanimelist.net/images/anime/5/75639.jpg,https://myanimelist.net/anime/24833/Ansatsu_Kyoushitsu
1735,Naruto: Shippuuden,It has been two and a half years since Naruto Uzumaki left Konohagakure the Hidden Leaf Village for intense training following events which fueled his desire to be stronger. Now Akatsuki the mysterious organization of elite rogue ninja is closing in on their grand plan which may threaten the safety of the entire shinobi world. Although Naruto is older and sinister events loom on the horizon he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may Naruto will carry on with the fight for what is important to him even at the expense of his own body in the continuation of the saga about the boy who wishes to become Hokage.,Action;Adventure;Comedy;Super Power;Martial Arts;Shounen,2007-02-15,500,1059649,19,318,8.2,https://cdn.myanimelist.net/images/anime/5/17407.jpg,https://myanimelist.net/anime/1735/Naruto__Shippuuden
28223,Death Parade,After death there is no heaven or hell only a bar that stands between reincarnation and oblivion. There the attendant will one after another challenge pairs of the recently deceased to a random game in which their fate of either ascending into reincarnation or falling into the void will be wagered. Whether it's bowling darts air hockey or anything in between each person's true nature will be revealed in a ghastly parade of death and memories dancing to the whims of the bar's master. Welcome to Quindecim where Decim arbiter of the afterlife awaits! Death Parade expands upon the original one-shot intended to train young animators. It follows yet more people receiving judgment—until a strange black-haired guest causes Decim to begin questioning his own rulings.,Game;Mystery;Psychological;Drama;Thriller,2015-01-10,12,864345,47,308,8.22,https://cdn.myanimelist.net/images/anime/5/71553.jpg,https://myanimelist.net/anime/28223/Death_Parade
37520,Dororo,The greedy samurai lord Daigo Kagemitsu’s land is dying and he would do anything for power even renounce Buddha and make a pact with demons. His prayers are answered by 12 demons who grant him the power he desires by aiding his prefecture's growth but at a price. When Kagemitsu's first son is born the boy has no limbs no nose no eyes no ears nor even skin—yet still he lives. This child is disposed of in a river and forgotten. But as luck would have it he is saved by a medicine man who provides him with prosthetics and weapons allowing for him to survive and fend for himself. The boy lives and grows and although he cannot see hear or feel anything he must defeat the demons that took him as sacrifice. With the death of each one he regains a part of himself that is rightfully his. For many years he wanders alone until one day an orphan boy Dororo befriends him. The unlikely pair of castaways now fight for their survival and humanity in an unforgiving demon-infested world.,Action;Adventure;Historical;Demons;Supernatural;Samurai;Shounen,2019-01-07,24,387540,229,301,8.23,https://cdn.myanimelist.net/images/anime/1879/100467.jpg,https://myanimelist.net/anime/37520/Dororo
121,Fullmetal Alchemist,Edward Elric a young brilliant alchemist has lost much in his twelve-year life: when he and his brother Alphonse try to resurrect their dead mother through the forbidden act of human transmutation Edward loses his brother as well as two of his limbs. With his supreme alchemy skills Edward binds Alphonse's soul to a large suit of armor. A year later Edward now promoted to the fullmetal alchemist of the state embarks on a journey with his younger brother to obtain the Philosopher's Stone. The fabled mythical object is rumored to be capable of amplifying an alchemist's abilities by leaps and bounds thus allowing them to override the fundamental law of alchemy: to gain something an alchemist must sacrifice something of equal value. Edward hopes to draw into the military's resources to find the fabled stone and restore his and Alphonse's bodies to normal. However the Elric brothers soon discover that there is more to the legendary stone than meets the eye as they are led to the epicenter of a far darker battle than they could have ever imagined.,Action;Adventure;Comedy;Drama;Fantasy;Magic;Military;Shounen,2003-10-04,51,947466,37,287,8.25,https://cdn.myanimelist.net/images/anime/10/75815.jpg,https://myanimelist.net/anime/121/Fullmetal_Alchemist
1604,Katekyo Hitman Reborn!,There is no putting it lightly—Tsunayoshi Sawada is just no good. He is clumsy talentless and desperately in love with the school idol Kyouko Sasagawa a girl so completely out of his league. Dubbed Loser Tsuna by his classmates he seems to be the very personification of failure in the guise of a middle-schooler. Tsuna's boring life takes an extraordinary twist when he encounters the mysterious Reborn who happens to be a hitman... and shockingly a baby! Sent from the strongest Mafia family in Italy Reborn is assigned the daunting mission of preparing the dull middle schooler to succeed the ninth boss of the notorious Vongola family who is on the brink of retirement. The dull boy has a grueling road ahead but with the help of his new criminal affiliates and his peculiar home tutor perhaps even Loser Tsuna can achieve greatness.,Action;Comedy;Shounen;Super Power,2006-10-07,203,393019,221,278,8.26,https://cdn.myanimelist.net/images/anime/13/80000.jpg,https://myanimelist.net/anime/1604/Katekyo_Hitman_Reborn
34822,Tsuki ga Kirei,With a new school year comes a new crowd of classmates and for their final year of junior high aspiring writer Kotarou Azumi and track team member Akane Mizuno end up in the same class. Though initially complete strangers a few chance encounters stir an innocent desire within their hearts. A yearning gaze a fluttering heart—the hallmarks of young love slip into their lives as fate brings their paths to a cross. However though love is patient and love is kind Kotarou and Akane discover it is not always straightforward. Despite the comfort they find in each other's company heartache and anxiety come hand in hand with pursuing the feelings in their hearts. With the uncertainty of how the other truly feels as well as the competing affections of those around them the road ahead is unclear. Even so under the shining light of a beautiful full moon Kotarou gathers his courage to ask Akane a single question one that forever changes their quiet relationship.,Romance;School,2017-04-07,12,251895,395,269,8.27,https://cdn.myanimelist.net/images/anime/2/85592.jpg,https://myanimelist.net/anime/34822/Tsuki_ga_Kirei
13759,Sakura-sou no Pet na Kanojo,When abandoned kittens and his good conscience force second year Sorata Kanda to move into Suimei High School’s infamous Sakura Hall the satellite dorm and its eccentric misfit residents turn his life upside down. The decidedly average Sorata finds it difficult to fit in with the bizarre collection of dorm residents like Misaki an energetic animator Jin a playwright playboy Ryuunosuke a reclusive programmer and Chihiro the dorm manager art teacher and party girl. Sorata's friend Nanami a second year student and aspiring voice actress pushes him to find new owners for the many cats so that he can quickly move back into the regular dorms. However his desire to escape Sakura Hall wavers when the pet-like and infantile second year Mashiro Shiina a world-class artistic savant looking to become a mangaka transfers in during the spring trimester and quickly latches onto him. Supported by each other's quirks Sorata and Mashiro come out of their shells and trigger change in the lives of those around them. Based on the light novel series of the same name Sakurasou no Pet na Kanojo explores the fine threads connecting talent hard work romance and friendship with its ensemble cast.,Slice of Life;Comedy;Drama;Romance;School,2012-10-09,24,705020,68,268,8.27,https://cdn.myanimelist.net/images/anime/4/43643.jpg,https://myanimelist.net/anime/13759/Sakura-sou_no_Pet_na_Kanojo
813,Dragon Ball Z,Five years after winning the World Martial Arts tournament Gokuu is now living a peaceful life with his wife and son. This changes however with the arrival of a mysterious enemy named Raditz who presents himself as Gokuu's long-lost brother. He reveals that Gokuu is a warrior from the once powerful but now virtually extinct Saiyan race whose homeworld was completely annihilated. When he was sent to Earth as a baby Gokuu's sole purpose was to conquer and destroy the planet but after suffering amnesia from a head injury his violent and savage nature changed and instead was raised as a kind and well-mannered boy now fighting to protect others. With his failed attempt at forcibly recruiting Gokuu as an ally Raditz warns Gokuu's friends of a new threat that's rapidly approaching Earth—one that could plunge Earth into an intergalactic conflict and cause the heavens themselves to shake. A war will be fought over the seven mystical dragon balls and only the strongest will survive in Dragon Ball Z .,Action;Adventure;Comedy;Fantasy;Martial Arts;Shounen;Super Power,1989-04-26,291,683356,73,262,8.27,https://cdn.myanimelist.net/images/anime/6/20936.jpg,https://myanimelist.net/anime/813/Dragon_Ball_Z
6,Trigun,Vash the Stampede is the man with a $$60 000 000 000 bounty on his head. The reason: he's a merciless villain who lays waste to all those that oppose him and flattens entire cities for fun garnering him the title The Humanoid Typhoon. He leaves a trail of death and destruction wherever he goes and anyone can count themselves dead if they so much as make eye contact—or so the rumors say. In actuality Vash is a huge softie who claims to have never taken a life and avoids violence at all costs. With his crazy doughnut obsession and buffoonish attitude in tow Vash traverses the wasteland of the planet Gunsmoke all the while followed by two insurance agents Meryl Stryfe and Milly Thompson who attempt to minimize his impact on the public. But soon their misadventures evolve into life-or-death situations as a group of legendary assassins are summoned to bring about suffering to the trio. Vash's agonizing past will be unraveled and his morality and principles pushed to the breaking point.,Action;Sci-Fi;Adventure;Comedy;Drama;Shounen,1998-04-01,26,460146,158,256,8.28,https://cdn.myanimelist.net/images/anime/7/20310.jpg,https://myanimelist.net/anime/6/Trigun
2236,Toki wo Kakeru Shoujo,Makoto Konno is in her last year of high school but is having a hard time deciding what to do with her future. In between enduring the pressure of her teachers and killing time with her best friends Makoto's life suddenly changes when she accidentally discovers that she is capable of literally leaping through time. Toki wo Kakeru Shoujo follows Makoto as she plays around with her newfound power. However she soon learns the hard way that every choice has a consequence and time is a lot more complicated than it may seem.,Adventure;Drama;Romance;Sci-Fi,2006-07-15,1,509087,130,255,8.28,https://cdn.myanimelist.net/images/anime/1/2432.jpg,https://myanimelist.net/anime/2236/Toki_wo_Kakeru_Shoujo
853,Ouran Koukou Host Club,Haruhi Fujioka is a bright scholarship candidate with no rank or title to speak of—a rare species at Ouran High School an elite academy for students of high pedigree. When she opens the door to Music Room #3 hoping to find a quiet place to study Haruhi unexpectedly stumbles upon the Host Club. Led by the princely Tamaki the club—whose other members include the Shadow King Kyouya the mischievous Hitachiin twins and the childlike Haninozuka Honey and his strong protector Mori—is where handsome boys with too much time on their hands entertain the girls in the academy. In a frantic attempt to remove herself from the hosts Haruhi ends up breaking a vase worth eight million yen and is forced into becoming the eccentric group's general errand boy to repay her enormous debt. However thanks to her convincingly masculine appearance her naturally genial disposition toward girls and fascinating commoner status she is soon promoted to full-time male host and plunged headlong into a glitzy whirlwind of elaborate cosplays rich food and exciting shenanigans that only the immensely wealthy Ouran Host Club can pull off.,Comedy;Harem;Romance;School;Shoujo,2006-04-05,26,641087,83,253,8.28,https://cdn.myanimelist.net/images/anime/2/71992.jpg,https://myanimelist.net/anime/853/Ouran_Koukou_Host_Club
11771,Kuroko no Basket,Teikou Junior High School's basketball team is crowned champion three years in a row thanks to five outstanding players who with their breathtaking and unique skills leave opponents in despair and fans in admiration. However after graduating these teammates known as The Generation of Miracles go their separate ways and now consider each other as rivals. At Seirin High School two newly recruited freshmen prove that they are not ordinary basketball players: Taiga Kagami a promising player returning from the US and Tetsuya Kuroko a seemingly ordinary student whose lack of presence allows him to move around unnoticed. Although Kuroko is neither athletic nor able to score any points he was a member of Teikou's basketball team where he played as the Phantom Sixth Man who easily passed the ball and assisted his teammates. Kuroko no Basket follows the journey of Seirin's players as they attempt to become the best Japanese high school team by winning the Interhigh Championship. To reach their goal they have to cross pathways with several powerful teams some of which have one of the five players with godlike abilities whom Kuroko and Taiga make a pact to defeat.,Comedy;School;Shounen;Sports,2012-04-08,25,614684,89,240,8.29,https://cdn.myanimelist.net/images/anime/11/50453.jpg,https://myanimelist.net/anime/11771/Kuroko_no_Basket
22297,Fate/stay night: Unlimited Blade Works,The Holy Grail War is a battle royale among seven magi who serve as Masters. Masters through the use of the command seals they are given when they enter the war command Heroic Spirits known as Servants to fight for them in battle. In the Fifth Holy Grail War Rin Toosaka is among the magi entering the competition. With her Servant Archer she hopes to obtain the ultimate prize—the Holy Grail a magical artifact capable of granting its wielder any wish. One of Rin's classmates Emiya Shirou accidentally enters the competition and ends up commanding a Servant of his own known as Saber. As they find themselves facing mutual enemies Rin and Shirou decide to form a temporary alliance as they challenge their opponents in the Holy Grail War.,Action;Fantasy;Magic;Supernatural,2014-10-12,12,554503,112,236,8.29,https://cdn.myanimelist.net/images/anime/12/67333.jpg,https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works
2966,Ookami to Koushinryou,Holo is a powerful wolf deity who is celebrated and revered in the small town of Pasloe for blessing the annual harvest. Yet as years go by and the villagers become more self-sufficient Holo who stylizes herself as the Wise Wolf of Yoitsu has been reduced to a mere folk tale. When a traveling merchant named Kraft Lawrence stops at Pasloe Holo offers to become his business partner if he eventually takes her to her northern home of Yoitsu. The savvy trader recognizes Holo's unusual ability to evaluate a person's character and accepts her proposition. Now in the possession of both sharp business skills and a charismatic negotiator Lawrence inches closer to his goal of opening his own shop. However as Lawrence travels the countryside with Holo in search of economic opportunities he begins to realize that his aspirations are slowly morphing into something unexpected. Based on the popular light novel of the same name Ookami to Koushinryou  also known as Spice and Wolf  fuses the two polar genres of economics and romance to create an enthralling story abundant with elaborate schemes sharp humor and witty dialogue. Ookami to Koushinryou is more than just a story of bartering it turns into a journey of searching for a lost identity in an ever-changing world.,Adventure;Fantasy;Historical;Romance,2008-01-09,13,540860,114,218,8.32,https://cdn.myanimelist.net/images/anime/5/59401.jpg,https://myanimelist.net/anime/2966/Ookami_to_Koushinryou
11843,Danshi Koukousei no Nichijou,Roaming the halls of the all-boys Sanada North High School are three close comrades: the eccentric ringleader with a hyperactive imagination Hidenori the passionate Yoshitake and the rational and prudent Tadakuni. Their lives are filled with giant robots true love and intense drama... in their colorful imaginations at least. In reality they are just an everyday trio of ordinary guys trying to pass the time but who said everyday life couldn't be interesting? Whether it's an intricate RPG reenactment or an unexpected romantic encounter on the riverbank at sunset Danshi Koukousei no Nichijou is rife with bizarre yet hilariously relatable situations that are anything but mundane.,Slice of Life;Comedy;School,2012-01-10,12,470650,151,212,8.32,https://cdn.myanimelist.net/images/anime/3/33257.jpg,https://myanimelist.net/anime/11843/Danshi_Koukousei_no_Nichijou
30,Neon Genesis Evangelion,In the year 2015 the world stands on the brink of destruction. Humanity's last hope lies in the hands of Nerv a special agency under the United Nations and their Evangelions giant machines capable of defeating the Angels who herald Earth's ruin. Gendou Ikari head of the organization seeks compatible pilots who can synchronize with the Evangelions and realize their true potential. Aiding in this defensive endeavor are talented personnel Misato Katsuragi Head of Tactical Operations and Ritsuko Akagi Chief Scientist. Face to face with his father for the first time in years 14-year-old Shinji Ikari's average life is irreversibly changed when he is whisked away into the depths of Nerv and into a harrowing new destiny—he must become the pilot of Evangelion Unit-01 with the fate of mankind on his shoulders. Written by Hideaki Anno Neon Genesis Evangelion is a heroic tale of a young boy who will become a legend. But as this psychological drama unfolds ancient secrets beneath the big picture begin to bubble to the surface...,Action;Dementia;Drama;Mecha;Psychological;Sci-Fi,1995-10-04,26,844506,49,208,8.33,https://cdn.myanimelist.net/images/anime/12/21418.jpg,https://myanimelist.net/anime/30/Neon_Genesis_Evangelion
4224,Toradora!,Ryuuji Takasu is a gentle high school student with a love for housework but in contrast to his kind nature he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka a small doll-like student who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality Taiga is known throughout the school as the Palmtop Tiger. One day an embarrassing mistake causes the two students to cross paths. Ryuuji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president Yuusaku Kitamura who happens to be his best friend. But things only get crazier when Ryuuji reveals that he has a crush on Minori Kushieda—Taiga's best friend! Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes forming an unlikely alliance in the process.,Slice of Life;Comedy;Romance;School,2008-10-02,25,1153720,14,204,8.34,https://cdn.myanimelist.net/images/anime/13/22128.jpg,https://myanimelist.net/anime/4224/Toradora
31240,Re:Zero kara Hajimeru Isekai Seikatsu,When Subaru Natsuki leaves the convenience store the last thing he expects is to be wrenched from his everyday life and dropped into a fantasy world. Things aren't looking good for the bewildered teenager however not long after his arrival he is attacked by some thugs. Armed with only a bag of groceries and a now useless cell phone he is quickly beaten to a pulp. Fortunately a mysterious beauty named Satella in hot pursuit after the one who stole her insignia happens upon Subaru and saves him. In order to thank the honest and kindhearted girl Subaru offers to help in her search and later that night he even finds the whereabouts of that which she seeks. But unbeknownst to them a much darker force stalks the pair from the shadows and just minutes after locating the insignia Subaru and Satella are brutally murdered. However Subaru immediately reawakens to a familiar scene—confronted by the same group of thugs meeting Satella all over again—the enigma deepens as history inexplicably repeats itself.,Drama;Fantasy;Psychological;Thriller,2016-04-04,25,1018076,23,202,8.34,https://cdn.myanimelist.net/images/anime/11/79410.jpg,https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu
19815,No Game No Life,No Game No Life is a surreal comedy that follows Sora and Shiro shut-in NEET siblings and the online gamer duo behind the legendary username Blank. They view the real world as just another lousy game however a strange e-mail challenging them to a chess match changes everything—the brother and sister are plunged into an otherworldly realm where they meet Tet the God of Games. The mysterious god welcomes Sora and Shiro to Disboard a world where all forms of conflict—from petty squabbles to the fate of whole countries—are settled not through war but by way of high-stake games. This system works thanks to a fundamental rule wherein each party must wager something they deem to be of equal value to the other party's wager. In this strange land where the very idea of humanity is reduced to child's play the indifferent genius gamer duo of Sora and Shiro have finally found a real reason to keep playing games: to unite the sixteen races of Disboard defeat Tet and become the gods of this new gaming-is-everything world.,Game;Adventure;Comedy;Supernatural;Ecchi;Fantasy,2014-04-09,12,1291615,8,201,8.34,https://cdn.myanimelist.net/images/anime/5/65187.jpg,https://myanimelist.net/anime/19815/No_Game_No_Life
31964,Boku no Hero Academia,The appearance of quirks newly discovered super powers has been steadily increasing over the years with 80 percent of humanity possessing various abilities from manipulation of elements to shapeshifting. This leaves the remainder of the world completely powerless and Izuku Midoriya is one such individual. Since he was a child the ambitious middle schooler has wanted nothing more than to be a hero. Izuku's unfair fate leaves him admiring heroes and taking notes on them whenever he can. But it seems that his persistence has borne some fruit: Izuku meets the number one hero and his personal idol All Might. All Might's quirk is a unique ability that can be inherited and he has chosen Izuku to be his successor! Enduring many months of grueling training Izuku enrolls in UA High a prestigious high school famous for its excellent hero training program and this year's freshmen look especially promising. With his bizarre but talented classmates and the looming threat of a villainous organization Izuku will soon learn what it really means to be a hero.,Action;Comedy;School;Shounen;Super Power,2016-04-03,13,1223690,12,191,8.35,https://cdn.myanimelist.net/images/anime/10/78745.jpg,https://myanimelist.net/anime/31964/Boku_no_Hero_Academia
57,Beck,Fourteen-year-old Yukio Koyuki Tanaka is a dispirited young boy with no goals in life. However this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of local kids. The dog's owner 16-year-old Ryuusuke Ray Minami is an emerging guitarist and the former member of a popular rock band. After Koyuki meets Ray again in a diner the older boy leads him to his former band's meeting place and dazzles Koyuki with his amazing guitar skills. Slowly becoming interested in the glamour of western rock culture Koyuki decides to start playing the guitar while helping Ray achieve his dream of leading the ultimate rock band. Together with Ray's younger sister Maho and a few other members the two boys launch their career into the world of rock by forming a band called BECK. Beck follows the group's struggles and successes as they spread their fame across Japan.,Comedy;Drama;Music;Shounen;Slice of Life,2004-10-07,26,217764,489,190,8.35,https://cdn.myanimelist.net/images/anime/11/11636.jpg,https://myanimelist.net/anime/57/Beck
5081,Bakemonogatari,Koyomi Araragi a third-year high school student manages to survive a vampire attack with the help of Meme Oshino a strange man residing in an abandoned building. Though being saved from vampirism and now a human again several side effects such as superhuman healing abilities and enhanced vision still remain. Regardless Araragi tries to live the life of a normal student with the help of his friend and the class president Tsubasa Hanekawa. When fellow classmate Hitagi Senjougahara falls down the stairs and is caught by Araragi the boy realizes that the girl is unnaturally weightless. Despite Senjougahara's protests Araragi insists he help her deciding to enlist the aid of Oshino the very man who had once helped him with his own predicament. Through several tales involving demons and gods Bakemonogatari follows Araragi as he attempts to help those who suffer from supernatural maladies.,Romance;Supernatural;Mystery;Vampire,2009-07-03,15,834574,51,189,8.35,https://cdn.myanimelist.net/images/anime/11/75274.jpg,https://myanimelist.net/anime/5081/Bakemonogatari
1210,NHK ni Youkoso!,Twenty-two-year-old college dropout Tatsuhiro Satou has been a hikikomori for almost four years now. In his isolation he has come to believe in many obscure conspiracy theories but there is one in particular which he holds unshakable faith in: the theory that the evil conspirator behind his shut-in NEET (Not in Employment Education or Training) status is the Nihon Hikikomori Kyokai (NHK)—an evil and secret organization dedicated to fostering the spread of hikikomori culture. NHK ni Youkoso! is a psychological dramedy that follows Tatsuhiro as he strives to escape from the NHK's wicked machinations and the disease of self-wrought isolation while struggling to even just leave his apartment and find a job. His unexpected encounter with the mysterious Misaki Nakahara might signal a reversal of fortune for Tatsuhiro but with this meeting comes the inevitable cost of having to face his greatest fear—society.,Comedy;Psychological;Drama;Romance,2006-07-10,24,461723,157,182,8.36,https://cdn.myanimelist.net/images/anime/3/52675.jpg,https://myanimelist.net/anime/1210/NHK_ni_Youkoso
4081,Natsume Yuujinchou,While most fifteen-year-old boys in one way or another harbor secrets that are related to girls Takashi Natsume has a peculiar and terrifying secret involving youkai: for as long as he can remember he has been constantly chased by these spirits. Natsume soon discovers that his deceased grandmother Reiko had passed on to him the Yuujinchou or Book of Friends which contains the names of the spirits whom she brought under her control. Now in Natsume's possession the book gives Reiko's grandson this power as well which is why these enraged beings now haunt him in hopes of somehow attaining their freedom. Without parents and a loving home and constantly being hunted by hostile merciless youkai Natsume is looking for solace—a place where he belongs. However his only companion is a self-proclaimed bodyguard named Madara. Fondly referred to as Nyanko-sensei Madara is a mysterious pint-sized feline spirit who has his own reasons for sticking with the boy. Based on the critically acclaimed manga by Yuki Midorikawa Natsume Yuujinchou is an unconventional and supernatural slice-of-life series that follows Natsume as he with his infamous protector Madara endeavors to free the spirits bound by his grandmother's contract.,Slice of Life;Demons;Supernatural;Drama;Shoujo,2008-07-08,13,344207,276,176,8.37,https://cdn.myanimelist.net/images/anime/7/28859.jpg,https://myanimelist.net/anime/4081/Natsume_Yuujinchou
12531,Sakamichi no Apollon,Introverted classical pianist and top student Kaoru Nishimi has just arrived in Kyushu for his first year of high school. Having constantly moved from place to place since his childhood he abandons all hope of fitting in preparing himself for another lonely meaningless year. That is until he encounters the notorious delinquent Sentarou Kawabuchi. Sentarou's immeasurable love for jazz music inspires Kaoru to learn more about the genre and as a result he slowly starts to break out of his shell making his very first friend. Kaoru begins playing the piano at after-school jazz sessions located in the basement of fellow student Ritsuko Mukae's family-owned record shop. As he discovers the immense joy of using his musical talents to bring enjoyment to himself and others Kaoru's summer might just crescendo into one that he will remember forever. Sakamichi no Apollon is a heartwarming story of friendship music and love that follows three unique individuals brought together by their mutual appreciation for jazz.,Drama;Josei;Music;Romance;School,2012-04-13,12,235523,437,165,8.39,https://cdn.myanimelist.net/images/anime/12/79781.jpg,https://myanimelist.net/anime/12531/Sakamichi_no_Apollon
6594,Katanagatari,In an Edo-era Japan lush with a variety of sword-fighting styles Shichika Yasuri practices the most unique one: Kyotouryuu a technique in which the user's own body is wielded as a blade. The enigmatic seventh head of the Kyotouryuu school Shichika lives quietly in exile with his sister Nanami until one day—the wildly ambitious strategist Togame barges into their lives. Togame brazenly requests that Shichika help in her mission to collect twelve unique swords known as the Deviant Blades for the shogunate. Shichika accepts interested in the girl herself rather than petty politics and thus sets out on a journey. Standing in their way are the fierce wielders of these legendary weapons as well as other power-hungry entities who seek to thwart Togame's objective. In order to prevail against their enemies the duo must become an unbreakable team as they forge ahead on a path of uncertainty and peril.,Action;Adventure;Historical;Martial Arts;Romance,2010-01-26,12,355991,261,159,8.39,https://cdn.myanimelist.net/images/anime/2/50023.jpg,https://myanimelist.net/anime/6594/Katanagatari
34240,Shelter,Day 2539: Rin wakes up alone again with blurred memories and still no contact from any other human. She's not bored however because in her arms lies a tablet capable of creating any world her heart desires. Day after day Rin crafts a wonderful reality—one utopia at a time—to shelter her from loneliness hoping to one day reveal the truth behind her very existence.,Sci-Fi;Music,2016-10-18,1,213388,506,154,8.4,https://cdn.myanimelist.net/images/anime/5/82388.jpg,https://myanimelist.net/anime/34240/Shelter
10087,Fate/Zero,With the promise of granting any wish the omnipotent Holy Grail triggered three wars in the past each too cruel and fierce to leave a victor. In spite of that the wealthy Einzbern family is confident that the Fourth Holy Grail War will be different namely with a vessel of the Holy Grail now in their grasp. Solely for this reason the much hated Magus Killer Kiritsugu Emiya is hired by the Einzberns with marriage to their only daughter Irisviel as binding contract. Kiritsugu now stands at the center of a cutthroat game of survival facing off against six other participants each armed with an ancient familiar and fueled by unique desires and ideals. Accompanied by his own familiar Saber the notorious mercenary soon finds his greatest opponent in Kirei Kotomine a priest who seeks salvation from the emptiness within himself in pursuit of Kiritsugu. Based on the light novel written by Gen Urobuchi Fate/Zero depicts the events of the Fourth Holy Grail War—10 years prior to Fate/stay night . Witness a battle royale in which no one is guaranteed to survive.,Action;Supernatural;Magic;Fantasy,2011-10-02,13,845166,50,150,8.4,https://cdn.myanimelist.net/images/anime/2/73249.jpg,https://myanimelist.net/anime/10087/Fate_Zero
13601,Psycho-Pass,Justice and the enforcement of it has changed. In the 22nd century Japan enforces the Sibyl System an objective means of determining the threat level of each citizen by examining their mental state for signs of criminal intent known as their Psycho-Pass. Inspectors uphold the law by subjugating often with lethal force anyone harboring the slightest ill-will alongside them are Enforcers jaded Inspectors that have become latent criminals granted relative freedom in exchange for carrying out the Inspectors' dirty work. Into this world steps Akane Tsunemori a young woman with an honest desire to uphold justice. However as she works alongside veteran Enforcer Shinya Kougami she soon learns that the Sibyl System's judgments are not as perfect as her fellow Inspectors assume. With everything she has known turned on its head Akane wrestles with the question of what justice truly is and whether it can be upheld through the use of a system that may already be corrupt.,Action;Police;Psychological;Sci-Fi,2012-10-12,22,955173,33,147,8.41,https://cdn.myanimelist.net/images/anime/5/43399.jpg,https://myanimelist.net/anime/13601/Psycho-Pass
9756,Mahou Shoujo Madoka★Magica,Madoka Kaname and Sayaka Miki are regular middle school girls with regular lives but all that changes when they encounter Kyuubey a cat-like magical familiar and Homura Akemi the new transfer student. Kyuubey offers them a proposition: he will grant any one of their wishes and in exchange they will each become a magical girl gaining enough power to fulfill their dreams. However Homura Akemi a magical girl herself urges them not to accept the offer stating that everything is not what it seems. A story of hope despair and friendship Mahou Shoujo Madoka★Magica deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true.,Psychological;Drama;Magic;Thriller,2011-01-07,12,781975,58,139,8.42,https://cdn.myanimelist.net/images/anime/11/55225.jpg,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka%E2%98%85Magica
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,At the renowned Shuchiin Academy Miyuki Shirogane and Kaguya Shinomiya are the student body's top representatives. Ranked the top student in the nation and respected by peers and mentors alike Miyuki serves as the student council president. Alongside him the vice president Kaguya—eldest daughter of the wealthy Shinomiya family—excels in every field imaginable. They are the envy of the entire student body regarded as the perfect couple. However despite both having already developed feelings for the other neither are willing to admit them. The first to confess loses will be looked down upon and will be considered the lesser. With their honor and pride at stake Miyuki and Kaguya are both equally determined to be the one to emerge victorious on the battlefield of love!,Comedy;Psychological;Romance;School;Seinen,2019-01-12,12,410056,207,136,8.42,https://cdn.myanimelist.net/images/anime/1291/97023.jpg,https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,The rare and inexplicable Puberty Syndrome is thought of as a myth. It is a rare disease which only affects teenagers and its symptoms are so supernatural that hardly anyone recognizes it as a legitimate occurrence. However high school student Sakuta Azusagawa knows from personal experience that it is very much real and happens to be quite prevalent in his school. Mai Sakurajima is a third-year high school student who gained fame in her youth as a child actress but recently halted her promising career for reasons unknown to the public. With an air of unapproachability she is well known throughout the school but none dare interact with her—that is until Sakuta sees her wandering the library in a bunny girl costume. Despite the getup no one seems to notice her and after confronting her he realizes that she is another victim of Puberty Syndrome. As Sakuta tries to help Mai through her predicament his actions bring him into contact with more girls afflicted with the elusive disease.,Comedy;Romance;School;Supernatural,2018-10-04,13,479848,149,135,8.43,https://cdn.myanimelist.net/images/anime/1301/93586.jpg,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai
